"protein","entry_name","description","gene_names","family","expression_tissue"
"Q86XA6","Q86XA6_HUMAN","B4GALT1 protein","B4GALT1","TM",NA
"Q86XJ0","CAHM3_HUMAN","Calcium homeostasis modulator protein 3","CALHM3 FAM26A","TM(IC)",NA
"Q86XK7","VSIG1_HUMAN","V-set and immunoglobulin domain-containing protein 1","VSIG1 GPA34","TM",NA
"Q86XM0","CTSRD_HUMAN","Cation channel sperm-associated auxiliary subunit delta","CATSPERD TMEM146","TM",NA
"Q86Y38","XYLT1_HUMAN","Xylosyltransferase 1","XYLT1 XT1","TM",NA
"Q86Y39","NDUAB_HUMAN","NADH dehydrogenase 1 alpha subcomplex subunit 11","NDUFA11","TM",NA
"Q86YD3","TMM25_HUMAN","Transmembrane protein 25","TMEM25 UNQ2531/PRO6030","TM",NA
"Q86YJ5","MARH9_HUMAN","E3 ubiquitin-protein ligase MARCHF9","MARCHF9 MARCH9 RNF179","TM",NA
"Q86YL7","PDPN_HUMAN","Podoplanin","PDPN GP36 PSEC0003 PSEC0025","TM",NA
"Q86YT9","JAML_HUMAN","Junctional adhesion molecule-like","JAML AMICA1 UNQ722/PRO1387","TM",NA
"Q8IU57","INLR1_HUMAN","Interferon lambda receptor 1","IFNLR1 IL28RA LICR2","TM",NA
"Q8IU99","CAHM1_HUMAN","Calcium homeostasis modulator protein 1","CALHM1 FAM26C","TM(IC)",NA
"Q8IUN9","CLC10_HUMAN","C-type lectin domain family 10 member A","CLEC10A CLECSF13 CLECSF14 HML","TM",NA
"Q8IUS5","EPHX4_HUMAN","Epoxide hydrolase 4","EPHX4 ABHD7 EH4 EPHXRP","TM",NA
"Q8IV31","TM139_HUMAN","Transmembrane protein 139","TMEM139 UNQ1932/PRO4407","TM",NA
"Q8IV45","UN5CL_HUMAN","UNC5C-like protein","UNC5CL ZUD","TM",NA
"Q8IVJ8","APRG1_HUMAN","APRG1 tumor suppressor candidate","APRG1 C3orf35","TM",NA
"Q8IVM8","S22A9_HUMAN","Organic anion transporter 7","SLC22A9 hOAT4 OAT7 UST3","TM",NA
"Q8IVU1","IGDC3_HUMAN","Immunoglobulin superfamily DCC subclass member 3","IGDCC3 PUNC","TM",NA
"Q8IVY1","CA210_HUMAN","Type III endosome membrane protein TEMP","C1orf210","TM",NA
"Q8IWU4","ZNT8_HUMAN","Proton-coupled zinc antiporter SLC30A8","SLC30A8 ZNT8","TM",NA
"Q8IX19","MCEM1_HUMAN","Mast cell-expressed membrane protein 1","MCEMP1 C19orf59","TM",NA
"Q8IX94","CTGE4_HUMAN","cTAGE family member 4","CTAGE4","TM",NA
"Q8IXA5","SACA3_HUMAN","Sperm acrosome membrane-associated protein 3","SPACA3 LYC3 LYZL3 SLLP1 SPRASA UNQ424/PRO862","TM",NA
"Q8IXX5","T183A_HUMAN","Transmembrane protein 183A","TMEM183A C1orf37","TM",NA
"Q8IYV9","IZUM1_HUMAN","Izumo sperm-egg fusion protein 1","IZUMO1","TM",NA
"Q8IZ08","GP135_HUMAN","G-protein coupled receptor 135","GPR135","TM(GPCR)",NA
"Q8IZF0","NALCN_HUMAN","Sodium leak channel NALCN","NALCN VGCNL1","TM(IC)",NA
"Q8IZF5","AGRF3_HUMAN","Adhesion G-protein coupled receptor F3","ADGRF3 GPR113 PGR23 UNQ9196/PRO34000","TM(GPCR)",NA
"Q8IZM9","S38A6_HUMAN","Solute carrier family 38 member 6","SLC38A6 NAT1 SNAT6","TM",NA
"Q8IZP7","H6ST3_HUMAN","Heparan-sulfate 6-O-sulfotransferase 3","HS6ST3","TM",NA
"Q8IZU8","DSEL_HUMAN","Dermatan-sulfate epimerase-like protein","DSEL C18orf4 NCAG1","TM",NA
"Q8N0U2","TMM61_HUMAN","Transmembrane protein 61","TMEM61","TM",NA
"Q8N0V5","GNT2A_HUMAN","N-acetyllactosaminide beta-1,6-N-acetylglucosaminyl-transferase","GCNT2 GCNT5 II NACGT1","TM",NA
"Q8N0W4","NLGNX_HUMAN","Neuroligin-4, X-linked","NLGN4X KIAA1260 NLGN4 UNQ365/PRO701","TM",NA
"Q8N0W7","FMR1N_HUMAN","FMR1 neighbor protein","FMR1NB","TM",NA
"Q8N109","KI2LA_HUMAN","Killer cell immunoglobulin-like receptor 2DL5A","KIR2DL5A CD158F CD158F1 KIR2DL5","TM",NA
"Q8N112","LSME2_HUMAN","Leucine-rich single-pass membrane protein 2","LSMEM2 C3orf45","TM",NA
"Q8N130","NPT2C_HUMAN","Sodium-dependent phosphate transport protein 2C-dependent phosphate cotransporter 2C","SLC34A3 NPT2C NPTIIC","TM",NA
"Q8N144","CXD3_HUMAN","Gap junction delta-3 protein","GJD3 GJA11 GJC1","TM",NA
"Q8N1N0","CLC4F_HUMAN","C-type lectin domain family 4 member F","CLEC4F CLECSF13","TM",NA
"Q8N349","OR2LD_HUMAN","Olfactory receptor 2L13","OR2L13 OR2L14","TM(GPCR)",NA
"Q8N386","LRC25_HUMAN","Leucine-rich repeat-containing protein 25","LRRC25 MAPA UNQ6169/PRO20174","TM",NA
"Q8N3S3","PHTF2_HUMAN","Protein PHTF2","PHTF2","TM",NA
"Q8N423","LIRB2_HUMAN","Leukocyte immunoglobulin-like receptor subfamily B member 2","LILRB2 ILT4 LIR2 MIR10","TM",NA
"Q8N434","SVOPL_HUMAN","Putative transporter SVOPL","SVOPL","TM",NA
"Q8N4C9","CQ078_HUMAN","Uncharacterized protein C17orf78","C17orf78","TM",NA
"Q8N4H5","TOM5_HUMAN","Mitochondrial import receptor subunit TOM5 homolog","TOMM5 C9orf105 TOM5","TM",NA
"Q8N4K4","RPRML_HUMAN","Reprimo-like protein","RPRML","TM",NA
"Q8N5S1","S2541_HUMAN","Mitochondrial carrier protein SCaMC-3L","SLC25A41","TM",NA
"Q8N5U1","M4A15_HUMAN","Membrane-spanning 4-domains subfamily A member 15","MS4A15","TM",NA
"Q8N608","DPP10_HUMAN","Inactive dipeptidyl peptidase 10","DPP10 DPRP3 KIAA1492","TM",NA
"Q8N609","TR1L1_HUMAN","Translocating chain-associated membrane protein 1-like 1","TRAM1L1","TM",NA
"Q8N6D2","RN182_HUMAN","E3 ubiquitin-protein ligase RNF182","RNF182","TM",NA
"Q8N6K0","TEX29_HUMAN","Testis-expressed protein 29","TEX29 C13orf16","TM",NA
"Q8N6L0","KASH5_HUMAN","Protein KASH5","KASH5 CCDC155","TM",NA
"Q8N6L7","TM252_HUMAN","Transmembrane protein 252","TMEM252 C9orf71","TM",NA
"Q8N6Q1","TMC5A_HUMAN","Transmembrane and coiled-coil domain-containing protein 5A","TMCO5A TMCO5","TM",NA
"Q8N6R1","SERP2_HUMAN","Stress-associated endoplasmic reticulum protein 2","SERP2 C13orf21","TM",NA
"Q8N743","KI3L3_HUMAN","Killer cell immunoglobulin-like receptor 3DL3","KIR3DL3 CD158Z KIR3DL7 KIRC1","TM",NA
"Q8N7C0","LRC52_HUMAN","Leucine-rich repeat-containing protein 52","LRRC52","TM(IC)",NA
"Q8N7C7","RN148_HUMAN","RING finger protein 148","RNF148","TM",NA
"Q8N7P3","CLD22_HUMAN","Claudin-22","CLDN22","TM",NA
"Q8N7X8","SIGL1_HUMAN","SIGLEC family-like protein 1","SIGLECL1 C19orf75","TM",NA
"Q8N8N0","RN152_HUMAN","E3 ubiquitin-protein ligase RNF152","RNF152","TM",NA
"Q8N8Q1","C56D1_HUMAN","Probable transmembrane reductase CYB561D1","CYB561D1","TM",NA
"Q8N912","NRAC_HUMAN","Nutritionally-regulated adipose and cardiac enriched protein homolog","NRAC C14orf180 C14orf77","TM",NA
"Q8N966","ZDH22_HUMAN","Palmitoyltransferase ZDHHC22","ZDHHC22 C14orf59","TM",NA
"Q8N9F0","NAT8L_HUMAN","N-acetylaspartate synthetase","NAT8L CML3","TM",NA
"Q8N9I0","SYT2_HUMAN","Synaptotagmin-2","SYT2","TM",NA
"Q8N9I5","FADS6_HUMAN","Fatty acid desaturase 6","FADS6 FP18279","TM",NA
"Q8NA58","PNDC1_HUMAN","Poly-specific ribonuclease PNLDC1-specific ribonuclease domain-containing protein 1","PNLDC1","TM",NA
"Q8NAU1","FNDC5_HUMAN","Fibronectin type III domain-containing protein 5","FNDC5 FRCP2","TM",NA
"Q8NBN3","TM87A_HUMAN","Transmembrane protein 87A","TMEM87A PSEC0094","TM",NA
"Q8NBR0","P5I13_HUMAN","Tumor protein p53-inducible protein 13","TP53I13 DSCP1","TM",NA
"Q8NC24","RELL2_HUMAN","RELT-like protein 2","RELL2 C5orf16 UNQ9423/PRO34565","TM",NA
"Q8NCC5","SPX3_HUMAN","Sugar phosphate exchanger 3","SLC37A3 SPX3","TM",NA
"Q8NCG5","CHST4_HUMAN","Carbohydrate sulfotransferase 4","CHST4","TM",NA
"Q8NCK7","MOT11_HUMAN","Monocarboxylate transporter 11","SLC16A11 MCT11","TM",NA
"Q8NCL8","TM116_HUMAN","Transmembrane protein 116","TMEM116","TM",NA
"Q8NCL9","APCDL_HUMAN","Protein APCDD1-like","APCDD1L","TM",NA
"Q8NCS7","CTL5_HUMAN","Choline transporter-like protein 5","SLC44A5 CTL5","TM",NA
"Q8NCW0","KREM2_HUMAN","Kremen protein 2","KREMEN2 KRM2","TM",NA
"Q8ND61","CC020_HUMAN","Uncharacterized protein C3orf20","C3orf20","TM",NA
"Q8NDH2","CC168_HUMAN","Leucine-rich repeat transmembrane protein CCDC168","CCDC168 C13orf40","TM",NA
"Q8NDV2","GPR26_HUMAN","G-protein coupled receptor 26","GPR26","TM(GPCR)",NA
"Q8NDX2","VGLU3_HUMAN","Vesicular glutamate transporter 3","SLC17A8 VGLUT3","TM",NA
"Q8NEA5","CS018_HUMAN","Uncharacterized protein C19orf18","C19orf18","TM",NA
"Q8NEC5","CTSR1_HUMAN","Cation channel sperm-associated protein 1","CATSPER1","TM(IC)",NA
"Q8NET5","NFAM1_HUMAN","NFAT activation molecule 1","NFAM1 CNAIP","TM",NA
"Q8NET6","CHSTD_HUMAN","Carbohydrate sulfotransferase 13","CHST13","TM",NA
"Q8NET8","TRPV3_HUMAN","Transient receptor potential cation channel subfamily V member 3","TRPV3","TM(IC)",NA
"Q8NEW7","TMIE_HUMAN","Transmembrane inner ear expressed protein","TMIE","TM",NA
"Q8NFJ5","RAI3_HUMAN","Retinoic acid-induced protein 3","GPRC5A GPCR5A RAI3 RAIG1","TM(GPCR)",NA
"Q8NFN8","GP156_HUMAN","Probable G-protein coupled receptor 156","GPR156 GABABL PGR28","TM(GPCR)",NA
"Q8NFR9","I17RE_HUMAN","Interleukin-17 receptor E","IL17RE UNQ3056/PRO9877","TM",NA
"Q8NFU1","BEST2_HUMAN","Bestrophin-2a","BEST2 VMD2L1","TM(IC)",NA
"Q8NFZ3","NLGNY_HUMAN","Neuroligin-4, Y-linked","NLGN4Y KIAA0951","TM",NA
"Q8NG76","O2T33_HUMAN","Olfactory receptor 2T33","OR2T33","TM(GPCR)",NA
"Q8NG77","O2T12_HUMAN","Olfactory receptor 2T12","OR2T12","TM(GPCR)",NA
"Q8NG81","OR2M7_HUMAN","Olfactory receptor 2M7","OR2M7","TM(GPCR)",NA
"Q8NG98","OR7D4_HUMAN","Olfactory receptor 7D4","OR7D4 OR7D4P","TM(GPCR)",NA
"Q8NGA1","OR1M1_HUMAN","Olfactory receptor 1M1","OR1M1","TM(GPCR)",NA
"Q8NGC1","O11G2_HUMAN","Olfactory receptor 11G2","OR11G2","TM(GPCR)",NA
"Q8NGC3","O10G2_HUMAN","Olfactory receptor 10G2","OR10G2","TM(GPCR)",NA
"Q8NGD1","OR4N2_HUMAN","Olfactory receptor 4N2","OR4N2","TM(GPCR)",NA
"Q8NGE1","OR6C4_HUMAN","Olfactory receptor 6C4","OR6C4","TM(GPCR)",NA
"Q8NGJ1","OR4D6_HUMAN","Olfactory receptor 4D6","OR4D6","TM(GPCR)",NA
"Q8NGK6","O52I1_HUMAN","Olfactory receptor 52I1","OR52I1","TM(GPCR)",NA
"Q8NGL2","OR5L1_HUMAN","Olfactory receptor 5L1","OR5L1","TM(GPCR)",NA
"Q8NGL6","O4A15_HUMAN","Olfactory receptor 4A15","OR4A15","TM(GPCR)",NA
"Q8NGM8","OR6M1_HUMAN","Olfactory receptor 6M1","OR6M1","TM(GPCR)",NA
"Q8NGN1","OR6T1_HUMAN","Olfactory receptor 6T1","OR6T1","TM(GPCR)",NA
"Q8NGN2","O10S1_HUMAN","Olfactory receptor 10S1","OR10S1","TM(GPCR)",NA
"Q8NGN3","O10G4_HUMAN","Olfactory receptor 10G4","OR10G4","TM(GPCR)",NA
"Q8NGP6","OR5M8_HUMAN","Olfactory receptor 5M8","OR5M8","TM(GPCR)",NA
"Q8NGR4","OR5C1_HUMAN","Olfactory receptor 5C1","OR5C1 OR5C2P","TM(GPCR)",NA
"Q8NGT2","O13J1_HUMAN","Olfactory receptor 13J1","OR13J1","TM(GPCR)",NA
"Q8NGU9","GP150_HUMAN","Probable G-protein coupled receptor 150","GPR150","TM(GPCR)",NA
"Q8NGV6","OR5H6_HUMAN","Olfactory receptor 5H6","OR5H6","TM(GPCR)",NA
"Q8NGW1","OR6B3_HUMAN","Olfactory receptor 6B3","OR6B3 OR6B3P","TM(GPCR)",NA
"Q8NGX2","O2T35_HUMAN","Olfactory receptor 2T35","OR2T35","TM(GPCR)",NA
"Q8NGY5","OR6N1_HUMAN","Olfactory receptor 6N1","OR6N1","TM(GPCR)",NA
"Q8NGZ3","O13G1_HUMAN","Olfactory receptor 13G1","OR13G1","TM(GPCR)",NA
"Q8NGZ9","O2T10_HUMAN","Olfactory receptor 2T10","OR2T10","TM(GPCR)",NA
"Q8NH05","OR4Q3_HUMAN","Olfactory receptor 4Q3","OR4Q3 C14orf13 OR4Q4","TM(GPCR)",NA
"Q8NH19","O10AG_HUMAN","Olfactory receptor 10AG1","OR10AG1","TM(GPCR)",NA
"Q8NH56","O52N5_HUMAN","Olfactory receptor 52N5","OR52N5","TM(GPCR)",NA
"Q8NH73","OR4S2_HUMAN","Olfactory receptor 4S2","OR4S2 OR4S2P","TM(GPCR)",NA
"Q8NH76","O56B4_HUMAN","Olfactory receptor 56B4","OR56B4","TM(GPCR)",NA
"Q8NHA8","OR1FC_HUMAN","Putative olfactory receptor 1F12P","OR1F12P OR1F12","TM(GPCR)",NA
"Q8NHC4","O10J5_HUMAN","Olfactory receptor 10J5","OR10J5","TM(GPCR)",NA
"Q8NHE4","VA0E2_HUMAN","V-type proton ATPase subunit e 2-transporting ATPase V0 subunit e2","ATP6V0E2 ATP6V0E2L C7orf32","TM",NA
"Q8NHJ6","LIRB4_HUMAN","Leukocyte immunoglobulin-like receptor subfamily B member 4","LILRB4 ILT3 LIR5","TM",NA
"Q8NHL6","LIRB1_HUMAN","Leukocyte immunoglobulin-like receptor subfamily B member 1","LILRB1 ILT2 LIR1 MIR7","TM",NA
"Q8NHS1","CLDN2_HUMAN","Claudin domain-containing protein 2","CLDND2","TM",NA
"Q8NI17","IL31R_HUMAN","Interleukin-31 receptor subunit alpha","IL31RA CRL3 GPL UNQ6368/PRO21073/PRO21384","TM",NA
"Q8TAE7","KCNG3_HUMAN","Voltage-gated potassium channel regulatory subunit KCNG3","KCNG3","TM(IC)",NA
"Q8TAX9","GSDMB_HUMAN","Gasdermin-B","GSDMB GSDML PP4052 PRO2521","TM",NA
"Q8TAZ6","CKLF2_HUMAN","CKLF-like MARVEL transmembrane domain-containing protein 2","CMTM2 CKLFSF2","TM",NA
"Q8TBE1","CNIH3_HUMAN","Protein cornichon homolog 3","CNIH3","TM",NA
"Q8TBE3","FNDC9_HUMAN","Fibronectin type III domain-containing protein 9","FNDC9 C5orf40","TM",NA
"Q8TBM7","TM254_HUMAN","Transmembrane protein 254","TMEM254 C10orf57","TM",NA
"Q8TC36","SUN5_HUMAN","SUN domain-containing protein 5","SUN5 SPAG4L TSARG4","TM",NA
"Q8TCB6","O51E1_HUMAN","Olfactory receptor 51E1","OR51E1 GPR164 OR51E1P OR52A3P POGR PSGR2","TM(GPCR)",NA
"Q8TCJ2","STT3B_HUMAN","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B","STT3B SIMP","TM",NA
"Q8TCP9","F200A_HUMAN","Protein FAM200A","FAM200A C7orf38","TM",NA
"Q8TCU3","S7A13_HUMAN","Solute carrier family 7 member 13","SLC7A13 AGT1 XAT2","TM",NA
"Q8TCW7","ZPLD1_HUMAN","Zona pellucida-like domain-containing protein 1","ZPLD1","TM",NA
"Q8TCW9","PKR1_HUMAN","Prokineticin receptor 1","PROKR1 GPR73 PKR1","TM(GPCR)",NA
"Q8TCY5","MRAP_HUMAN","Melanocortin-2 receptor accessory protein","MRAP C21orf61 FALP","TM",NA
"Q8TD07","RAE1E_HUMAN","Retinoic acid early transcript 1E","RAET1E LETAL N2DL4 ULBP4 UNQ1867/PRO4303","TM",NA
"Q8TD46","MO2R1_HUMAN","Cell surface glycoprotein CD200 receptor 1","CD200R1 CD200R CRTR2 MOX2R OX2R UNQ2522/PRO6015","TM",NA
"Q8TDB4","HUMMR_HUMAN","Protein MGARP","MGARP C4orf49 CESP1 HUMMR OSAP GS3582","TM",NA
"Q8TDB8","GTR14_HUMAN","Solute carrier family 2, facilitated glucose transporter member 14","SLC2A14 GLUT14","TM",NA
"Q8TDF5","NETO1_HUMAN","Neuropilin and tolloid-like protein 1","NETO1 BTCL1","TM",NA
"Q8TDI8","TMC1_HUMAN","Transmembrane channel-like protein 1","TMC1","TM(IC)",NA
"Q8TDN1","KCNG4_HUMAN","Voltage-gated potassium channel regulatory subunit KCNG4","KCNG4 KCNG3","TM(IC)",NA
"Q8TDQ1","CLM1_HUMAN","CMRF35-like molecule 1","CD300LF CD300F CLM1 IGSF13 IREM1 NKIR UNQ3105/PRO10111","TM",NA
"Q8TDS5","OXER1_HUMAN","Oxoeicosanoid receptor 1","OXER1 GPR170 TG1019","TM(GPCR)",NA
"Q8TDT2","GP152_HUMAN","Probable G-protein coupled receptor 152","GPR152 PGR5","TM(GPCR)",NA
"Q8TDU6","GPBAR_HUMAN","G-protein coupled bile acid receptor 1","GPBAR1 TGR5","TM(GPCR)",NA
"Q8TDU9","RL3R2_HUMAN","Relaxin-3 receptor 2","RXFP4 GPCR142 GPR100 RLN3R2","TM(GPCR)",NA
"Q8TDV0","GP151_HUMAN","G-protein coupled receptor 151","GPR151 GALR4 GALRL PGR7","TM(GPCR)",NA
"Q8TDV5","GP119_HUMAN","Glucose-dependent insulinotropic receptor","GPR119","TM(GPCR)",NA
"Q8TE23","TS1R2_HUMAN","Taste receptor type 1 member 2","TAS1R2 GPR71 T1R2 TR2","TM(GPCR)",NA
"Q8TEQ8","PIGO_HUMAN","GPI ethanolamine phosphate transferase 3, catalytic subunit","PIGO UNQ632/PRO1249","TM",NA
"Q8TF08","CX7B2_HUMAN","Cytochrome c oxidase subunit 7B2, mitochondrial","COX7B2","TM",NA
"Q8TF62","AT8B4_HUMAN","Probable phospholipid-transporting ATPase IM","ATP8B4 KIAA1939","TM",NA
"Q8WTT0","CLC4C_HUMAN","C-type lectin domain family 4 member C","CLEC4C BDCA2 CLECSF11 CLECSF7 DLEC HECL UNQ9361/PRO34150","TM",NA
"Q8WU17","RN139_HUMAN","E3 ubiquitin-protein ligase RNF139","RNF139 TRC8","TM",NA
"Q8WUU8","TM174_HUMAN","Transmembrane protein 174","TMEM174","TM",NA
"Q8WV15","T255B_HUMAN","Transmembrane protein 255B","TMEM255B FAM70B","TM",NA
"Q8WV19","SFT2A_HUMAN","Vesicle transport protein SFT2A","SFT2D1 C6orf83","TM",NA
"Q8WVE6","TM171_HUMAN","Transmembrane protein 171","TMEM171","TM",NA
"Q8WVN6","SCTM1_HUMAN","Secreted and transmembrane protein 1","SECTM1 K12","TM",NA
"Q8WVV5","BT2A2_HUMAN","Butyrophilin subfamily 2 member A2","BTN2A2 BT2.2 BTF2","TM",NA
"Q8WVZ7","RN133_HUMAN","E3 ubiquitin-protein ligase RNF133","RNF133","TM",NA
"Q8WW43","APH1B_HUMAN","Gamma-secretase subunit APH-1B","APH1B PSFL UNQ688/PRO1328","TM",NA
"Q8WWF3","SSMM1_HUMAN","Serine-rich single-pass membrane protein 1","SSMEM1 C7orf45","TM",NA
"Q8WWF5","ZNRF4_HUMAN","E3 ubiquitin-protein ligase ZNRF4","ZNRF4 RNF204","TM",NA
"Q8WWG1","NRG4_HUMAN","Pro-neuregulin-4, membrane-bound isoform","NRG4","TM",NA
"Q8WWG9","KCNE4_HUMAN","Potassium voltage-gated channel subfamily E member 4","KCNE4","TM(IC)",NA
"Q8WWP7","GIMA1_HUMAN","GTPase IMAP family member 1","GIMAP1 IMAP1","TM",NA
"Q8WWU5","TCP11_HUMAN","T-complex protein 11 homolog","TCP11","TM",NA
"Q8WWZ4","ABCAA_HUMAN","ATP-binding cassette sub-family A member 10","ABCA10","TM",NA
"Q8WXA8","5HT3C_HUMAN","5-hydroxytryptamine receptor 3C","HTR3C","TM(IC)",NA
"Q8WXD0","RXFP2_HUMAN","Relaxin receptor 2","RXFP2 GPR106 GREAT LGR8","TM(GPCR)",NA
"Q8WXI7","MUC16_HUMAN","Mucin-16","MUC16 CA125","TM",NA
"Q8WXI8","CLC4D_HUMAN","C-type lectin domain family 4 member D","CLEC4D CLECSF8 MCL","TM",NA
"Q8WXS5","CCG8_HUMAN","Voltage-dependent calcium channel gamma-8 subunit","CACNG8 CACNG6","TM(IC)",NA
"Q8WY21","SORC1_HUMAN","VPS10 domain-containing receptor SorCS1","SORCS1 SORCS","TM",NA
"Q8WZ59","TM190_HUMAN","Transmembrane protein 190","TMEM190 MDAC1","TM",NA
"Q8WZ71","TM158_HUMAN","Transmembrane protein 158","TMEM158 HBBP RIS1","TM",NA
"Q92478","CLC2B_HUMAN","C-type lectin domain family 2 member B","CLEC2B AICL CLECSF2 IFNRG1","TM",NA
"Q92508","PIEZ1_HUMAN","Piezo-type mechanosensitive ion channel component 1","PIEZO1 FAM38A KIAA0233","TM(IC)",NA
"Q92581","SL9A6_HUMAN","Sodium/hydrogen exchanger 6/H exchanger 6","SLC9A6 KIAA0267 NHE6","TM",NA
"Q92813","IOD2_HUMAN","Type II iodothyronine deiodinase","DIO2 ITDI2 TXDI2","TM",NA
"Q92819","HYAS2_HUMAN","Hyaluronan synthase 2","HAS2","TM",NA
"Q92838","EDA_HUMAN","Ectodysplasin-A","EDA ED1 EDA2","TM",NA
"Q92847","GHSR_HUMAN","Growth hormone secretagogue receptor type 1","GHSR","TM(GPCR)",NA
"Q92911","SC5A5_HUMAN","Sodium/iodide cotransporter/I cotransporter","SLC5A5 NIS","TM",NA
"Q92952","KCNN1_HUMAN","Small conductance calcium-activated potassium channel protein 1","KCNN1 SK","TM(IC)",NA
"Q92953","KCNB2_HUMAN","Potassium voltage-gated channel subfamily B member 2","KCNB2","TM(IC)",NA
"Q92956","TNR14_HUMAN","Tumor necrosis factor receptor superfamily member 14","TNFRSF14 HVEA HVEM UNQ329/PRO509","TM",NA
"Q93038","TNR25_HUMAN","Tumor necrosis factor receptor superfamily member 25","TNFRSF25 APO3 DDR3 DR3 TNFRSF12 WSL WSL1 UNQ455/PRO779","TM",NA
"Q93086","P2RX5_HUMAN","P2X purinoceptor 5","P2RX5 P2X5 P2X5FL","TM(IC)",NA
"Q969F0","FATE1_HUMAN","Fetal and adult testis-expressed transcript protein","FATE1 FATE","TM",NA
"Q969F8","KISSR_HUMAN","KiSS-1 receptor","KISS1R AXOR12 GPR54","TM(GPCR)",NA
"Q969M2","CXA10_HUMAN","Gap junction alpha-10 protein","GJA10 CX62","TM",NA
"Q969P0","IGSF8_HUMAN","Immunoglobulin superfamily member 8","IGSF8 CD81P3 EWI2 KCT4","TM",NA
"Q969S6","TM203_HUMAN","Transmembrane protein 203","TMEM203","TM",NA
"Q969W0","SPTSA_HUMAN","Serine palmitoyltransferase small subunit A","SPTSSA C14orf147 SSSPTA","TM",NA
"Q969W9","PMEPA_HUMAN","Protein TMEPAI","PMEPA1 STAG1 TMEPAI","TM",NA
"Q969X1","LFG3_HUMAN","Protein lifeguard 3","TMBIM1 LFG3 RECS1 PP1201 PSEC0158","TM",NA
"Q96A11","G3ST3_HUMAN","Galactose-3-O-sulfotransferase 3","GAL3ST3","TM",NA
"Q96A28","SLAF9_HUMAN","SLAM family member 9","SLAMF9 CD2F10 UNQ1938/PRO4421","TM",NA
"Q96AN5","TM143_HUMAN","Transmembrane protein 143","TMEM143 UNQ5922/PRO19813","TM",NA
"Q96BA8","CR3L1_HUMAN","Cyclic AMP-responsive element-binding protein 3-like protein 1","CREB3L1 OASIS PSEC0238","TM",NA
"Q96BI1","S67A1_HUMAN","Solute carrier family 67 member A1","SLC67A1 BWR1A BWSCR1A HET IMPT1 ITM ORCTL2 SLC22A18 SLC22A1L TSSC5","TM",NA
"Q96BM0","I27L1_HUMAN","Interferon alpha-inducible protein 27-like protein 1","IFI27L1 FAM14B","TM",NA
"Q96CE8","T4S18_HUMAN","Transmembrane 4 L6 family member 18","TM4SF18","TM",NA
"Q96D42","HAVR1_HUMAN","Hepatitis A virus cellular receptor 1","HAVCR1 KIM1 TIM1 TIMD1","TM",NA
"Q96D53","COQ8B_HUMAN","Atypical kinase COQ8B, mitochondrial","COQ8B ADCK4","TM",NA
"Q96D59","RN183_HUMAN","E3 ubiquitin-protein ligase RNF183","RNF183","TM",NA
"Q96DA6","TIM14_HUMAN","Mitochondrial import inner membrane translocase subunit TIM14","DNAJC19 TIM14 TIMM14","TM",NA
"Q96DL1","NXPE2_HUMAN","NXPE family member 2","NXPE2 FAM55B","TM",NA
"Q96DS6","M4A6E_HUMAN","Membrane-spanning 4-domains subfamily A member 6E","MS4A6E","TM",NA
"Q96DU3","SLAF6_HUMAN","SLAM family member 6","SLAMF6 KALI UNQ6123/PRO20080","TM",NA
"Q96DX8","RTP4_HUMAN","Receptor-transporting protein 4","RTP4 IFRG28 Z3CXXC4","TM",NA
"Q96DZ7","T4S19_HUMAN","Transmembrane 4 L6 family member 19","TM4SF19 OCTM4","TM",NA
"Q96EP9","NTCP4_HUMAN","Sodium/bile acid cotransporter 4/bile acid cotransporter 4","SLC10A4","TM",NA
"Q96ES6","MFSD3_HUMAN","Major facilitator superfamily domain-containing protein 3","MFSD3","TM",NA
"Q96ET8","TV23C_HUMAN","Golgi apparatus membrane protein TVP23 homolog C","TVP23C FAM18B2 Nbla10383","TM",NA
"Q96F05","CK024_HUMAN","Uncharacterized protein C11orf24","C11orf24 FP2568 UNQ1872/PRO4315","TM",NA
"Q96F15","GIMA5_HUMAN","GTPase IMAP family member 5","GIMAP5 IAN4L1 IAN5 IMAP3","TM",NA
"Q96FV3","TSN17_HUMAN","Tetraspanin-17","TSPAN17 FBXO23 TM4SF17","TM",NA
"Q96FX9","Q96FX9_HUMAN","Claudin","CLDN15","TM",NA
"Q96G30","MRAP2_HUMAN","Melanocortin-2 receptor accessory protein 2","MRAP2 C6orf117","TM",NA
"Q96G79","S35A4_HUMAN","Probable UDP-sugar transporter protein SLC35A4","SLC35A4","TM",NA
"Q96G91","P2Y11_HUMAN","P2Y purinoceptor 11","P2RY11","TM(GPCR)",NA
"Q96GL9","F163A_HUMAN","Protein FAM163A","FAM163A C1orf76 NDSP","TM",NA
"Q96GQ5","RUSF1_HUMAN","RUS family member 1","RUSF1 C16orf58","TM",NA
"Q96H15","TIMD4_HUMAN","T-cell immunoglobulin and mucin domain-containing protein 4","TIMD4 TIM4","TM",NA
"Q96HA1","P121A_HUMAN","Nuclear envelope pore membrane protein POM 121","POM121 KIAA0618 NUP121 POM121A","TM",NA
"Q96HA4","CA159_HUMAN","Uncharacterized protein C1orf159","C1orf159 UNQ2998/PRO9739","TM",NA
